,hike_name,region,length,elevation gain,rating,number_votes,features,which_pass,lat,long,numReports,url
142,Oyster Dome,Puget Sound and Islands,NR,NR,4.01 out of 5,(92 votes) Log in to rate,[],NR,48.6096,-122.4264,484,http://www.wta.org/go-hiking/hikes/oyster-dome
143,Deception Falls National Recreation Area,Central Cascades,NR,NR,3.00 out of 5,(8 votes) Log in to rate,[],NR,47.7146,-121.1934,41,http://www.wta.org/go-hiking/hikes/deception-falls-nra
144,Discovery Park Loop Trail,Puget Sound and Islands,NR,NR,3.44 out of 5,(18 votes) Log in to rate,[],NR,47.6576,-122.4065,62,http://www.wta.org/go-hiking/hikes/seattle-magnolia-area-beach-discovery-park
145,Hall of Mosses,Olympic Peninsula,NR,NR,4.44 out of 5,(9 votes) Log in to rate,[],NR,47.8536,-123.9512,26,http://www.wta.org/go-hiking/hikes/hall-of-mosses
146,Mailbox Peak,Snoqualmie Region,NR,NR,4.10 out of 5,(31 votes) Log in to rate,[],NR,47.4675,-121.6748,320,http://www.wta.org/go-hiking/hikes/mailbox-peak
147,Lake Serene - Bridal Veil Falls,Central Cascades,NR,NR,4.47 out of 5,(242 votes) Log in to rate,[],NR,47.8090,-121.5738,1170,http://www.wta.org/go-hiking/hikes/lake-serene
148,Mount Washington,Snoqualmie Region,NR,NR,3.88 out of 5,(42 votes) Log in to rate,[],NR,47.4420,-121.6722,520,http://www.wta.org/go-hiking/hikes/mount-washington-1
149,Granite Mountain,Snoqualmie Region,NR,NR,4.35 out of 5,(80 votes) Log in to rate,[],NR,47.3979,-121.4860,948,http://www.wta.org/go-hiking/hikes/granite-mountain-1
150,Bandera Mountain,Snoqualmie Region,NR,NR,4.22 out of 5,(68 votes) Log in to rate,[],NR,47.4247,-121.5836,630,http://www.wta.org/go-hiking/hikes/bandera-mountain
151,Mount Si - Old Trail,Snoqualmie Region,NR,NR,4.53 out of 5,(17 votes) Log in to rate,[],NR,47.4408,-121.6253,174,http://www.wta.org/go-hiking/hikes/mount-si-old-trail
152,Little Si,Snoqualmie Region,NR,NR,3.53 out of 5,(98 votes) Log in to rate,[],NR,47.4878,-121.7563,527,http://www.wta.org/go-hiking/hikes/little-si
153,Heybrook Lookout,Central Cascades,NR,NR,3.44 out of 5,(36 votes) Log in to rate,[],NR,47.8084,-121.5352,320,http://www.wta.org/go-hiking/hikes/heybrook-lookout
154,Heather Lake,North Cascades,NR,NR,3.88 out of 5,(80 votes) Log in to rate,[],NR,48.0829,-121.7740,744,http://www.wta.org/go-hiking/hikes/heather-lake-1
155,Ginkgo Petrified Forest Interpretive Trails,Central Washington,NR,NR,2.90 out of 5,(10 votes) Log in to rate,[],NR,46.9477,-120.0358,22,http://www.wta.org/go-hiking/hikes/gingko-petrified-forest-interpretive-trails
156,Barclay Lake,Central Cascades,NR,NR,3.94 out of 5,(50 votes) Log in to rate,[],NR,47.7917,-121.4559,466,http://www.wta.org/go-hiking/hikes/barclay-lake
157,Lord Hill Regional Park,Puget Sound and Islands,NR,NR,3.33 out of 5,(6 votes) Log in to rate,[],NR,47.8611,-122.0589,146,http://www.wta.org/go-hiking/hikes/lord-hill-regional-park
158,Three Lakes,Olympic Peninsula,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,47.5676,-123.6553,14,http://www.wta.org/go-hiking/hikes/three-lakes-1
159,Deer Ridge,Olympic Peninsula,NR,NR,2.22 out of 5,(9 votes) Log in to rate,[],NR,47.9652,-123.1936,51,http://www.wta.org/go-hiking/hikes/deer-ridge
160,Quillayute River Slough,Olympic Peninsula,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,47.9181,-124.6027,2,http://www.wta.org/go-hiking/hikes/quillayute-river
161,Quinault National Recreation Trails,Olympic Peninsula,NR,NR,2.17 out of 5,(6 votes) Log in to rate,[],NR,47.4599,-123.8621,23,http://www.wta.org/go-hiking/hikes/quinault-rain-forest-loop
162,PJ Lake,Olympic Peninsula,NR,NR,2.50 out of 5,(6 votes) Log in to rate,[],NR,47.9458,-123.4255,8,http://www.wta.org/go-hiking/hikes/pj-lake
163,North Fork Sol Duc River,Olympic Peninsula,NR,NR,3.00 out of 5,(7 votes) Log in to rate,[],NR,48.0108,-123.9110,6,http://www.wta.org/go-hiking/hikes/north-fork-sol-duc-river
164,Mount Storm King,Olympic Peninsula,NR,NR,3.57 out of 5,(14 votes) Log in to rate,[],NR,48.0582,-123.7892,86,http://www.wta.org/go-hiking/hikes/mount-storm-king
165,Ned Hill,Olympic Peninsula,NR,NR,1.80 out of 5,(5 votes) Log in to rate,[],NR,47.9680,-123.1877,9,http://www.wta.org/go-hiking/hikes/ned-hill
166,Mount Muller,Olympic Peninsula,NR,NR,3.46 out of 5,(13 votes) Log in to rate,[],NR,48.0760,-124.0131,41,http://www.wta.org/go-hiking/hikes/mount-muller
167,Mount Jupiter,Olympic Peninsula,NR,NR,3.00 out of 5,(9 votes) Log in to rate,[],NR,47.6842,-122.9569,75,http://www.wta.org/go-hiking/hikes/mount-jupiter
168,Lower Big Quilcene River,Olympic Peninsula,NR,NR,3.67 out of 5,(6 votes) Log in to rate,[],NR,47.7835,-122.9651,100,http://www.wta.org/go-hiking/hikes/lower-big-quilcene-river
169,Lake Constance,Olympic Peninsula,NR,NR,3.20 out of 5,(10 votes) Log in to rate,[],NR,47.7296,-123.1417,49,http://www.wta.org/go-hiking/hikes/lake-constance
170,Kestner Homestead,Olympic Peninsula,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,47.5052,-123.8213,3,http://www.wta.org/go-hiking/hikes/kestner-homestead
171,Heather Park,Olympic Peninsula,NR,NR,3.11 out of 5,(9 votes) Log in to rate,[],NR,48.0391,-123.4319,32,http://www.wta.org/go-hiking/hikes/heather-park
172,Griff Creek,Olympic Peninsula,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,48.0166,-123.5901,8,http://www.wta.org/go-hiking/hikes/griff-creek
173,Elk Lakes,Olympic Peninsula,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,47.5793,-123.1204,23,http://www.wta.org/go-hiking/hikes/elk-lake
174,North Fork Skokomish River and Flapjack Lakes,Olympic Peninsula,NR,NR,3.91 out of 5,(11 votes) Log in to rate,[],NR,47.5161,-123.3282,107,http://www.wta.org/go-hiking/hikes/flapjack-lakes
175,Fletcher Canyon,Olympic Peninsula,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,47.5277,-123.7065,10,http://www.wta.org/go-hiking/hikes/fletcher-canyon
176,Dosewallips River Road,Olympic Peninsula,NR,NR,3.20 out of 5,(5 votes) Log in to rate,[],NR,47.7391,-123.0729,78,http://www.wta.org/go-hiking/hikes/dosewallips-river
177,Cascade Rock,Olympic Peninsula,NR,NR,4.25 out of 5,(4 votes) Log in to rate,[],NR,48.0275,-123.5883,1,http://www.wta.org/go-hiking/hikes/cascade-rock
178,Bogachiel Peak,Olympic Peninsula,NR,NR,2.50 out of 5,(6 votes) Log in to rate,[],NR,47.9552,-123.8350,35,http://www.wta.org/go-hiking/hikes/bogachiel-peak
179,Baldy,Olympic Peninsula,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,47.8779,-123.1369,11,http://www.wta.org/go-hiking/hikes/baldy
180,North Fork Quinault River and Halfway House,Olympic Peninsula,NR,NR,3.00 out of 5,(7 votes) Log in to rate,[],NR,47.5757,-123.6482,55,http://www.wta.org/go-hiking/hikes/north-fork-quinault-river-halfway-house
181,Upper South Fork Skokomish River,Olympic Peninsula,NR,NR,3.44 out of 5,(9 votes) Log in to rate,[],NR,47.4794,-123.4521,63,http://www.wta.org/go-hiking/hikes/upper-south-fork-skokomish-river
182,Sunrise Ridge,Olympic Peninsula,NR,NR,3.00 out of 5,(7 votes) Log in to rate,[],NR,47.9701,-123.4950,35,http://www.wta.org/go-hiking/hikes/sunrise-ridge
183,South Indian Island,Olympic Peninsula,NR,NR,3.17 out of 5,(6 votes) Log in to rate,[],NR,48.0319,-122.7291,14,http://www.wta.org/go-hiking/hikes/south-indian-island
184,Goat Lake,South Cascades,NR,NR,4.11 out of 5,(9 votes) Log in to rate,[],NR,46.4669,-121.5274,47,http://www.wta.org/go-hiking/hikes/goat-lake-1
185,Lakes Trail,South Cascades,NR,NR,3.27 out of 5,(11 votes) Log in to rate,[],NR,46.2915,-122.2671,55,http://www.wta.org/go-hiking/hikes/lakes-trail-1
186,Capitol State Forest - Sherman Creek Loop,Olympic Peninsula,NR,NR,4.00 out of 5,(6 votes) Log in to rate,[],NR,46.9194,-123.1130,22,http://www.wta.org/go-hiking/hikes/sherman-creek
187,Guemes Mountain,Puget Sound and Islands,NR,NR,3.33 out of 5,(3 votes) Log in to rate,[],NR,48.5445,-122.5945,22,http://www.wta.org/go-hiking/hikes/guemes-mountain
188,Lila Lake,Snoqualmie Region,NR,NR,4.56 out of 5,(9 votes) Log in to rate,[],NR,47.4008,-121.2836,50,http://www.wta.org/go-hiking/hikes/lila-lake
189,Burley Mountain,South Cascades,NR,NR,3.17 out of 5,(6 votes) Log in to rate,[],NR,46.4388,-121.8520,11,http://www.wta.org/go-hiking/hikes/burley-mountain
190,Angel Falls Loop,South Cascades,NR,NR,2.43 out of 5,(7 votes) Log in to rate,[],NR,46.4388,-121.8520,17,http://www.wta.org/go-hiking/hikes/covel-creek-falls
191,Escure Ranch - Towell Falls,Central Washington,NR,NR,3.50 out of 5,(6 votes) Log in to rate,[],NR,47.0143,-117.9436,19,http://www.wta.org/go-hiking/hikes/towell-falls
192,Skagit Wildlife Area,Puget Sound and Islands,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,48.3372,-122.3581,64,http://www.wta.org/go-hiking/hikes/big-ditch-skagit-wildlife-refuge
193,Cedar Falls Snowshoe,North Cascades,NR,NR,4.33 out of 5,(3 votes) Log in to rate,[],NR,48.5804,-120.4820,3,http://www.wta.org/go-hiking/hikes/cedar-falls-snowshoe
194,Field Springs State Park - Puffer Butte,Eastern Washington,NR,NR,4.00 out of 5,(2 votes) Log in to rate,[],NR,46.0801,-117.1685,3,http://www.wta.org/go-hiking/hikes/puffer-butte
195,Tolmie State Park - Four Cedars Trail,Puget Sound and Islands,NR,NR,4.00 out of 5,(2 votes) Log in to rate,[],NR,47.1204,-122.7770,23,http://www.wta.org/go-hiking/hikes/4-cedars-trail
196,West Hylebos Wetlands,Puget Sound and Islands,NR,NR,2.83 out of 5,(6 votes) Log in to rate,[],NR,47.2898,-122.3293,8,http://www.wta.org/go-hiking/hikes/west-hylebos-wetlands
197,Wallace Falls - Lake Loop,Central Cascades,NR,NR,3.27 out of 5,(11 votes) Log in to rate,[],NR,47.8670,-121.6782,112,http://www.wta.org/go-hiking/hikes/wallace-falls-lake-loop
198,Striped Peak,Olympic Peninsula,NR,NR,3.22 out of 5,(9 votes) Log in to rate,[],NR,48.1622,-123.6986,14,http://www.wta.org/go-hiking/hikes/striped-peak
199,Willapa National Wildlife Refuge - Art Walk,Southwest Washington,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,46.4122,-123.9400,4,http://www.wta.org/go-hiking/hikes/willapa-national-wildlife-refuge-long-island
200,Dry Creek,Olympic Peninsula,NR,NR,2.60 out of 5,(5 votes) Log in to rate,[],NR,47.5015,-123.3206,44,http://www.wta.org/go-hiking/hikes/dry-creek
201,Tunnel Creek,Olympic Peninsula,NR,NR,3.33 out of 5,(9 votes) Log in to rate,[],NR,47.7815,-123.0521,101,http://www.wta.org/go-hiking/hikes/tunnel-creek-1
202,High Hut Snowshoe,Mount Rainier Area,NR,NR,3.00 out of 5,(2 votes) Log in to rate,[],NR,46.6998,-121.9925,26,http://www.wta.org/go-hiking/hikes/high-hut-mt.-tahoma-trails
203,Mount Erie,Puget Sound and Islands,NR,NR,4.71 out of 5,(7 votes) Log in to rate,[],NR,48.4690,-122.6294,51,http://www.wta.org/go-hiking/hikes/mount-erie
204,Cattle Point Lighthouse,Puget Sound and Islands,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,48.4536,-122.9634,4,http://www.wta.org/go-hiking/hikes/cattle-point-lighthouse
205,Discovery Park Beach and Highlands Loop,Puget Sound and Islands,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,47.6579,-122.4061,15,http://www.wta.org/go-hiking/hikes/discovery-park-beach-and-history
206,Grove of the Patriarchs Loop,Mount Rainier Area,NR,NR,3.38 out of 5,(13 votes) Log in to rate,[],NR,46.7580,-121.5576,81,http://www.wta.org/go-hiking/hikes/grove-of-the-patriarchs
207,Ohanapecosh Hot Springs,Mount Rainier Area,NR,NR,4.00 out of 5,(6 votes) Log in to rate,[],NR,46.7330,-121.5693,8,http://www.wta.org/go-hiking/hikes/ohanapecosh-hot-springs
208,Silver Falls Loop,Mount Rainier Area,NR,NR,3.38 out of 5,(16 votes) Log in to rate,[],NR,46.7330,-121.5693,73,http://www.wta.org/go-hiking/hikes/silver-falls-loop
209,Shady Lane,Olympic Peninsula,NR,NR,3.44 out of 5,(9 votes) Log in to rate,[],NR,47.5153,-123.3229,15,http://www.wta.org/go-hiking/hikes/shady-lane
210,Eruption Trail,South Cascades,NR,NR,2.33 out of 5,(3 votes) Log in to rate,[],NR,46.2765,-122.2165,9,http://www.wta.org/go-hiking/hikes/eruption-trail
211,Trail of the Shadows,Mount Rainier Area,NR,NR,2.56 out of 5,(9 votes) Log in to rate,[],NR,46.7497,-121.8107,31,http://www.wta.org/go-hiking/hikes/trail-of-the-shadows
212,Murhut Falls,Olympic Peninsula,NR,NR,3.57 out of 5,(14 votes) Log in to rate,[],NR,47.6764,-123.0205,107,http://www.wta.org/go-hiking/hikes/murhut-falls
213,Rocky Brook Falls,Olympic Peninsula,NR,NR,3.17 out of 5,(6 votes) Log in to rate,[],NR,47.7092,-122.9205,31,http://www.wta.org/go-hiking/hikes/rocky-brook-falls
214,Hoodsport Trail,Olympic Peninsula,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,47.4141,-123.1926,2,http://www.wta.org/go-hiking/hikes/hoodsport-trail
215,Greenwater Trail to Lost Lakes,Mount Rainier Area,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,47.1059,-121.4751,51,http://www.wta.org/go-hiking/hikes/greenwater-lakes-quinn-lost-lakes
216,Turnbull National Wildlife Refuge,Eastern Washington,NR,NR,3.57 out of 5,(7 votes) Log in to rate,[],NR,47.4168,-117.5311,5,http://www.wta.org/go-hiking/hikes/turnbull-national-wildlife-refuge
217,Shadow of The Sentinels,North Cascades,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,48.6395,-121.7237,13,http://www.wta.org/go-hiking/hikes/shadow-of-the-sentinels
218,Nason Ridge Snowshoe,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.8000,-120.7239,6,http://www.wta.org/go-hiking/hikes/nason-ridge-snowshoe
219,Lake Wenatchee State Park,Central Cascades,NR,NR,3.00 out of 5,(5 votes) Log in to rate,[],NR,47.8076,-120.7262,8,http://www.wta.org/go-hiking/hikes/lake-wenatchee-state-park-shore-trail
220,Golden Gardens Park,Puget Sound and Islands,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,47.6906,-122.3984,6,http://www.wta.org/go-hiking/hikes/golden-gardens-park
221,Cowen and Ravenna Parks,Puget Sound and Islands,NR,NR,3.00 out of 5,(2 votes) Log in to rate,[],NR,47.6720,-122.3144,9,http://www.wta.org/go-hiking/hikes/cowen-and-ravenna-parks
222,Green Lake,Puget Sound and Islands,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,47.6690,-122.3401,10,http://www.wta.org/go-hiking/hikes/green-lake-1
223,Skyline Trail Loop,Mount Rainier Area,NR,NR,4.49 out of 5,(35 votes) Log in to rate,[],NR,46.7860,-121.7350,215,http://www.wta.org/go-hiking/hikes/skyline
224,Lower Gold Creek Basin Snowshoe,Snoqualmie Region,NR,NR,3.38 out of 5,(13 votes) Log in to rate,[],NR,47.3895,-121.3803,123,http://www.wta.org/go-hiking/hikes/lower-gold-creek-basin-snowshoe
225,Artist Point Snowshoe,North Cascades,NR,NR,4.27 out of 5,(11 votes) Log in to rate,[],NR,48.8467,-121.6910,152,http://www.wta.org/go-hiking/hikes/artist-point-snowshoe
226,Baker Preserve,Puget Sound and Islands,NR,NR,4.50 out of 5,(2 votes) Log in to rate,[],NR,48.6948,-122.6626,18,http://www.wta.org/go-hiking/hikes/baker-preserve
227,Dosewallips State Park - Steam Donkey Trail,Olympic Peninsula,NR,NR,2.86 out of 5,(7 votes) Log in to rate,[],NR,47.6876,-122.8999,47,http://www.wta.org/go-hiking/hikes/dosewallips-river-state-park
228,South Access Road,Issaquah Alps,NR,NR,2.00 out of 5,(5 votes) Log in to rate,[],NR,47.4841,-122.0434,15,http://www.wta.org/go-hiking/hikes/south-access
229,Phils Trail - Thrush Gap Loop,Issaquah Alps,NR,NR,2.40 out of 5,(5 votes) Log in to rate,[],NR,47.4818,-122.0541,17,http://www.wta.org/go-hiking/hikes/phils-trail-thrush-gap-loop
230,Table Mountain,Southwest Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,45.6479,-121.9795,20,http://www.wta.org/go-hiking/hikes/table-mountain-3
231,Ebey's Landing,Puget Sound and Islands,NR,NR,3.97 out of 5,(31 votes) Log in to rate,[],NR,48.2049,-122.7060,200,http://www.wta.org/go-hiking/hikes/ebeys-landing
232,Lily Lake Loop,Puget Sound and Islands,NR,NR,3.00 out of 5,(2 votes) Log in to rate,[],NR,48.6169,-122.3857,9,http://www.wta.org/go-hiking/hikes/lily-lake-loop
233,Elbo Creek,Olympic Peninsula,NR,NR,3.00 out of 5,(3 votes) Log in to rate,[],NR,47.7740,-122.9145,16,http://www.wta.org/go-hiking/hikes/elbo-creek
234,Franklin Ghost Town,Mount Rainier Area,NR,NR,2.57 out of 5,(7 votes) Log in to rate,[],NR,47.3011,-121.9524,43,http://www.wta.org/go-hiking/hikes/franklin-ghost-town
235,Royal Basin - Royal Lake,Olympic Peninsula,NR,NR,3.86 out of 5,(22 votes) Log in to rate,[],NR,47.8779,-123.1370,143,http://www.wta.org/go-hiking/hikes/royal-basin
236,Enchanted Valley via East Fork Quinault River,Olympic Peninsula,NR,NR,3.67 out of 5,(9 votes) Log in to rate,[],NR,47.5730,-123.5694,105,http://www.wta.org/go-hiking/hikes/enchanted-valley
237,Snider-Jackson Traverse,Olympic Peninsula,NR,NR,2.60 out of 5,(5 votes) Log in to rate,[],NR,47.9377,-124.1654,12,http://www.wta.org/go-hiking/hikes/rugged-ridge
238,Queets Campground Loop,Olympic Peninsula,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,47.6164,-124.0321,4,http://www.wta.org/go-hiking/hikes/sams-river
239,Cape Alava,Olympic Peninsula,NR,NR,3.22 out of 5,(9 votes) Log in to rate,[],NR,48.1537,-124.6687,40,http://www.wta.org/go-hiking/hikes/cape-alava
240,Ocean City State Park,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.0315,-124.1568,1,http://www.wta.org/go-hiking/hikes/ocean-city-state-park
241,Aldrich Butte,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,45.6554,-121.9607,4,http://www.wta.org/go-hiking/hikes/aldrich-butte
242,Hope Island Marine State Park,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.1910,-122.9249,1,http://www.wta.org/go-hiking/hikes/hope-island-marine-state-park
243,Frosty Pass,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.5830,-120.6834,5,http://www.wta.org/go-hiking/hikes/frosty-pass
244,Icicle Ridge,Central Cascades,NR,NR,3.42 out of 5,(12 votes) Log in to rate,[],NR,47.5830,-120.6834,153,http://www.wta.org/go-hiking/hikes/icicle-ridge-1
245,Big Tree Trail,Olympic Peninsula,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,47.5870,-122.7345,2,http://www.wta.org/go-hiking/hikes/big-tree-trail-1
246,Black River Riparian Forest,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.4734,-122.2390,1,http://www.wta.org/go-hiking/hikes/black-river-riparian-forest
247,Burton Acres Park,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.3936,-122.4512,1,http://www.wta.org/go-hiking/hikes/burton-acres-park-vashon
248,Deception Pass State Park - Pass Lake,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.4171,-122.6448,7,http://www.wta.org/go-hiking/hikes/deception-pass-state-park-pass-lake
249,Indian Trail,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.4519,-122.3790,2,http://www.wta.org/go-hiking/hikes/indian-trail-burien
250,Lucia Falls,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,45.8407,-122.4470,1,http://www.wta.org/go-hiking/hikes/lucia-falls
251,Sun Lakes-Dry Falls State Park,Central Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.5969,-119.3989,2,http://www.wta.org/go-hiking/hikes/caribou-trail-sun-lakes-dry-falls
252,Fourth of July Pass Recreation Area,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.6206,-116.5310,1,http://www.wta.org/go-hiking/hikes/fourth-of-july-pass-recreation-area
253,Sun Lakes-Dry Falls State Park - Park Lake Side Canyon,Central Washington,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,47.5855,-119.3557,3,http://www.wta.org/go-hiking/hikes/park-lake-side-canyon
254,Sun Lakes-Dry Falls State Park - Umatilla Rock via Monument Coulee,Central Washington,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,47.5855,-119.3557,17,http://www.wta.org/go-hiking/hikes/umatilla-rock-monument-coulee
255,Master Link Trail,Issaquah Alps,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/master-link-trail
256,Wonderland Trail - Longmire to Paradise,Mount Rainier Area,NR,NR,4.00 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,8,http://www.wta.org/go-hiking/hikes/wonderland-trail-longmire-to-paradise-carter-madcap-falls-ise
257,Longmire to Cougar Rock Campground Snowshoe,Mount Rainier Area,NR,NR,3.67 out of 5,(3 votes) Log in to rate,[],NR,46.7503,-121.8122,18,http://www.wta.org/go-hiking/hikes/wonderland-trail-snowshoe
258,Dishman Hills - Glenrose Unit,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/dishman-hills-glenrose-unit
259,Geophysical Trails,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.2538,-117.1320,1,http://www.wta.org/go-hiking/hikes/geophysical-trails
260,Meadowbrook Farm,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.5085,-121.7990,1,http://www.wta.org/go-hiking/hikes/meadowbrook-farm
261,Moulton Falls,Southwest Washington,NR,NR,4.00 out of 5,(2 votes) Log in to rate,[],NR,45.8326,-122.3918,19,http://www.wta.org/go-hiking/hikes/moulton-falls
262,Coyote Trail,South Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,46.6089,-121.6273,0,http://www.wta.org/go-hiking/hikes/coyote-trail-79
263,Round Lake,North Cascades,NR,NR,4.50 out of 5,(6 votes) Log in to rate,[],NR,48.0936,-121.3368,133,http://www.wta.org/go-hiking/hikes/round-lake
264,Dirty Harry's Peak,Snoqualmie Region,NR,NR,3.00 out of 5,(10 votes) Log in to rate,[],NR,47.4343,-121.6327,135,http://www.wta.org/go-hiking/hikes/dirty-harrys-peak
265,Dirty Harry's Balcony,Snoqualmie Region,NR,NR,2.71 out of 5,(17 votes) Log in to rate,[],NR,47.4338,-121.6325,234,http://www.wta.org/go-hiking/hikes/dirty-harrys-balcony
266,Peoh Point,Snoqualmie Region,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,47.1366,-120.9516,3,http://www.wta.org/go-hiking/hikes/peoh-point
267,Olympic Discovery Trail,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.1073,-123.3475,3,http://www.wta.org/go-hiking/hikes/olympic-discovery-trail-morse-creek-trailhead
268,Deception Pass State Park - Lottie Point Loop,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.4171,-122.6447,3,http://www.wta.org/go-hiking/hikes/lottie-point-loop
269,Moses Coulee Preserve,Central Washington,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,47.6533,-119.6678,7,http://www.wta.org/go-hiking/hikes/moses-coulee-preserve
270,Myrtle Falls,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,46.7861,-121.7359,1,http://www.wta.org/go-hiking/hikes/myrtle-falls
271,Carlton Ridge,South Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,46.7128,-121.4898,0,http://www.wta.org/go-hiking/hikes/kincaid
272,Beaver Pond Trail,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.4103,-122.2781,1,http://www.wta.org/go-hiking/hikes/eaglemont-trail-mount-vernon-parks-rec
273,Four Springs Nature Preserve,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.1894,-122.5107,1,http://www.wta.org/go-hiking/hikes/four-springs-nature-preserve
274,Klickitat Haul Road,South Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,45.8259,-121.0979,1,http://www.wta.org/go-hiking/hikes/klickitat-haul-road
275,Old Mine Trail,Mount Rainier Area,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,46.9832,-121.8381,5,http://www.wta.org/go-hiking/hikes/old-mine-trail
276,Yellowstone Cliffs and Windy Gap,Mount Rainier Area,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,46.9949,-121.9123,14,http://www.wta.org/go-hiking/hikes/windy-gap-natural-bridge
277,Grass Lake Nature Park,Olympic Peninsula,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.0532,-122.9602,1,http://www.wta.org/go-hiking/hikes/grass-lake-nature-park
278,South Coldwater Trail,South Cascades,NR,NR,3.43 out of 5,(7 votes) Log in to rate,[],NR,46.2863,-122.2468,59,http://www.wta.org/go-hiking/hikes/south-coldwater-trail
279,Hummocks Trail,South Cascades,NR,NR,3.62 out of 5,(13 votes) Log in to rate,[],NR,46.2869,-122.2717,52,http://www.wta.org/go-hiking/hikes/hummocks
280,Stetattle Creek,North Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,48.7171,-121.1500,9,http://www.wta.org/go-hiking/hikes/stetattle-creek
281,High Rock,South Cascades,NR,NR,4.32 out of 5,(31 votes) Log in to rate,[],NR,46.6664,-121.8913,176,http://www.wta.org/go-hiking/hikes/high-rock
282,Umtanum Creek Canyon,Central Washington,NR,NR,3.50 out of 5,(22 votes) Log in to rate,[],NR,46.8554,-120.4833,221,http://www.wta.org/go-hiking/hikes/umtanum-creek-canyon
283,Ladder Creek Falls,North Cascades,NR,NR,4.50 out of 5,(2 votes) Log in to rate,[],NR,48.6749,-121.2420,14,http://www.wta.org/go-hiking/hikes/ladder-creek-falls
284,Sourdough Mountain,North Cascades,NR,NR,3.58 out of 5,(12 votes) Log in to rate,[],NR,48.7179,-121.1455,111,http://www.wta.org/go-hiking/hikes/sourdough-mountain
